name,dail,prev
Nine," The Green Chi generated a great upwelling of life across the cosmos. But then, for reasons unknown..."," Especially ""commune."" Come on, it's the fate of the universe, puff it up a little. Like you could say your ancient order is sensing deep upheaval in the cosmic life energy field."
Fry," Ooh. ""Reasons unknown."" Now that's the sort of hook that grabs the attention of me, the viewer."," The Green Chi generated a great upwelling of life across the cosmos. But then, for reasons unknown..."
Nine, For reasons unknown...," Ooh. ""Reasons unknown."" Now that's the sort of hook that grabs the attention of me, the viewer."
Fry, Nice., For reasons unknown...
Nine," ...the Chi began to recede, and the diversity of life began to wither. The life forms we know today are but a fraction of a fraction of the magnificence that once existed.", Nice.
Hutch," But a bunch of dudes, right, they totally passed this far-out knowledge down through the ages."," ...the Chi began to recede, and the diversity of life began to wither. The life forms we know today are but a fraction of a fraction of the magnificence that once existed."
Nine VO," Some with this knowledge were called prophets, some, fruitcakes. We, the Legion of Madfellows, are their heirs."," But a bunch of dudes, right, they totally passed this far-out knowledge down through the ages."
Fry,," Some with this knowledge were called prophets, some, fruitcakes. We, the Legion of Madfellows, are their heirs."
Nine,,
Fry, Neat. What's it got to do with me?,
Nine," Ahh, pooperdoodle! I mean, pardon the omission. You see, after untold eternities, we have sensed a resurgence in the Chi.", Neat. What's it got to do with me?
Fry," Hey, that's the violet dwarf star that Leela wants to save."," Ahh, pooperdoodle! I mean, pardon the omission. You see, after untold eternities, we have sensed a resurgence in the Chi."
Hutch," Freaking nailed it, corndog."," Hey, that's the violet dwarf star that Leela wants to save."
Nine," We believe this star heralds a new green age, and it's your destiny to be its shepherd and protector."," Freaking nailed it, corndog."
Fry, Me? Why?," We believe this star heralds a new green age, and it's your destiny to be its shepherd and protector."
Hutch," 'Cause you got, like, no delta brainwave, man. The Dark Ones can't groove off your thoughts.", Me? Why?
Nine,," 'Cause you got, like, no delta brainwave, man. The Dark Ones can't groove off your thoughts."
Fry, Cool. I can't wait to tell Leela.,
Nine," No! If you tell anyone, then their thoughts could be read, and our enemies would know of our existence. For the sake of those you love, you must keep this secret. Do you foot-swear?", Cool. I can't wait to tell Leela.
Fry," Oh, okay. I foot-swear."," No! If you tell anyone, then their thoughts could be read, and our enemies would know of our existence. For the sake of those you love, you must keep this secret. Do you foot-swear?"
Nine," Good. Now, to save the coming of the green age, you must stop this man."," Oh, okay. I foot-swear."
Fry, I know him. Leo Wong. I work with his daughter.," Good. Now, to save the coming of the green age, you must stop this man."
Nine," Oh, good, that will cut about 15 minutes of explanation. You must gain Wong's confidence, infiltrate his organization and prevent him from destroying the violet dwarf.", I know him. Leo Wong. I work with his daughter.
Mr Wong," Looking for a job, eh?"," Oh, good, that will cut about 15 minutes of explanation. You must gain Wong's confidence, infiltrate his organization and prevent him from destroying the violet dwarf."
Fry," Yes, sir. Nothing fancy. I'm willing to start at the bottom and infiltrate my way up."," Looking for a job, eh?"
," Sorry, no openings right now. "," Yes, sir. Nothing fancy. I'm willing to start at the bottom and infiltrate my way up."
Fry, I'm good at keeping nutcases.," Sorry, no openings right now. "
Mr Wong, Security guard gotta be tough. This idiot don't look like he could handle those feministas., I'm good at keeping nutcases.
Fry, I look like an idiot who can handle those feministas., Security guard gotta be tough. This idiot don't look like he could handle those feministas.
Mr Wong Telepathically, He'll have to do better than that., I look like an idiot who can handle those feministas.
Fry, I'll have to do better than that., He'll have to do better than that.
Mr Wong, Hmm. You and I think a lot alike. You really think you can stand up to those eco-freakos?, I'll have to do better than that.
Fry," Sir, with me around, they'll be the least of your worries.", Hmm. You and I think a lot alike. You really think you can stand up to those eco-freakos?
Tester," Stand by, men. And manly aliens. Prepare to test fire King Kong hole."," Sir, with me around, they'll be the least of your worries."
Sal, It workses.," Stand by, men. And manly aliens. Prepare to test fire King Kong hole."
Tester," Good job, men. And manly aliens. Construction of King Kong hole complete.", It workses.
Frida," Typical. Always King Kong, never Queen... Quong."," Good job, men. And manly aliens. Construction of King Kong hole complete."
Sal," What are those, hooks? Get out of heres, you hookers. This is my turfs."," Typical. Always King Kong, never Queen... Quong."
Sal, Helpses!," What are those, hooks? Get out of heres, you hookers. This is my turfs."
Leela," You go, gorilla !", Helpses!
Morbo, Our top story. The string of eco-vandalism that began with a harmless vice-presidential killing has spread across the galaxy.," You go, gorilla !"
Linda," Why do you always get to read the top story, Morbo?", Our top story. The string of eco-vandalism that began with a harmless vice-presidential killing has spread across the galaxy.
Morbo,," Why do you always get to read the top story, Morbo?"
Linda, Not all reaction to the crime spree has been negative. We spoke with several people who viewed these courageous eco-feminists as heroes.,
Petunia, Some way to show I support 'em. Send them some smokes or something., Not all reaction to the crime spree has been negative. We spoke with several people who viewed these courageous eco-feminists as heroes.
Linda, So you make more than twice what I do. What? This just in, Some way to show I support 'em. Send them some smokes or something.
Leela,, So you make more than twice what I do. What? This just in
Morbo,,
Linda, Feministas unite!,
Linda, (on the TV), Feministas unite!
Nixon, Incredible. Absolutely incredible. You're telling me this TiVo machine can pause and rewind live TV?, (on the TV)
Mr Wong," These crazy broads gonna ruin me, Nixon. You gotta help me. Send the army or something. Something big that shoots.", Incredible. Absolutely incredible. You're telling me this TiVo machine can pause and rewind live TV?
Nixon," Sir, I don't care if you are my biggest contributor. Our armed forces do not serve your private business interests."," These crazy broads gonna ruin me, Nixon. You gotta help me. Send the army or something. Something big that shoots."
Mr Wong," Sorry, I..."," Sir, I don't care if you are my biggest contributor. Our armed forces do not serve your private business interests."
Nixon," I'm just yanking your chain, Leo. I'm on it like boring on Gerry Ford."," Sorry, I..."
Zapp Brannigan," Zapp Brannigan purporting for duty. For the love of God, Kif, less piccolo, more fife."," I'm just yanking your chain, Leo. I'm on it like boring on Gerry Ford."
Nixon," Report, Brannigan."," Zapp Brannigan purporting for duty. For the love of God, Kif, less piccolo, more fife."
Zapp," Yet, I seemed to have stroked myself upon good luck, for a patriot of the highest order has volunteered to lead us to them."," Report, Brannigan."
Nixon, These eco-feminists are ruthless criminals who'll stop at nothing to save the environment. I don't see how a bending unit can catch them.," Yet, I seemed to have stroked myself upon good luck, for a patriot of the highest order has volunteered to lead us to them."
Bender,, These eco-feminists are ruthless criminals who'll stop at nothing to save the environment. I don't see how a bending unit can catch them.
Nixon," Slush him, Kroker.",
Zapp," Bender here has identified the femdito commander as my ex-lover, Turanga Leela, whom I once made love at."," Slush him, Kroker."
Nixon, And he's willing to fink her out for a few simoleons?," Bender here has identified the femdito commander as my ex-lover, Turanga Leela, whom I once made love at."
Bender," It's not about the money, Nixon, though I'd like much more. It's 'cause Leela's a threat. A threat to my reputation. She's committed 30 felonies in 12 star systems. If no one stops her, she'll break my record for longest rap sheet.", And he's willing to fink her out for a few simoleons?
Nixon," That's a despicable motive, Bender, and I respect it."," It's not about the money, Nixon, though I'd like much more. It's 'cause Leela's a threat. A threat to my reputation. She's committed 30 felonies in 12 star systems. If no one stops her, she'll break my record for longest rap sheet."
Bender," Gracias. Now, I could find Leela, but you'll need to authorize a wiretap."," That's a despicable motive, Bender, and I respect it."
Nixon, As many as you like.," Gracias. Now, I could find Leela, but you'll need to authorize a wiretap."
Bender, I only need one., As many as you like.
Nixon, Let's call it six., I only need one.
Kif," Question. If you don't know where Leela is, how can you wiretap her?", Let's call it six.
Bender," I'm not wiretapping her, Greensleeves. You see, like all women, Leela has one weakness."," Question. If you don't know where Leela is, how can you wiretap her?"
Bender," Hello, weakness!"," I'm not wiretapping her, Greensleeves. You see, like all women, Leela has one weakness."
Fry," Hey, Bender, check it out. I'm Leo Wong's new security guard. I got an ID badge and a flashlight, and I ordered this mustache."," Hello, weakness!"
Bender," Neat. Say, speaking of whatever the hell you just said, I need to make a cell phone telephone call. Can borrow your cell phone telephone?"," Hey, Bender, check it out. I'm Leo Wong's new security guard. I got an ID badge and a flashlight, and I ordered this mustache."
Fry," Okay, but don't restart my Tetris. I was finally about to get one of those pieces that looks like a backwards ""L."""," Neat. Say, speaking of whatever the hell you just said, I need to make a cell phone telephone call. Can borrow your cell phone telephone?"
Bender," Okay, superstud."," Okay, but don't restart my Tetris. I was finally about to get one of those pieces that looks like a backwards ""L."""
Mr Wong," Looking good, security. No feministas getting past you."," Okay, superstud."
Fry," No, sir. Not on my mustache's watch."," Looking good, security. No feministas getting past you."
Amy," Fry, I can't believe you're working with my dad against Leela. How can you claim to be her friend and still want her in jail?"," No, sir. Not on my mustache's watch."
Fry," It's a tightrope walk, I won't deny it. It takes the kind of multi-sided thinking your dad's so brilliant at."," Fry, I can't believe you're working with my dad against Leela. How can you claim to be her friend and still want her in jail?"
Amy, You mean being two-faced?," It's a tightrope walk, I won't deny it. It takes the kind of multi-sided thinking your dad's so brilliant at."
Mr Wong, Don't mind cranky-pants here. She been cranky ever since she was a fat little girl., You mean being two-faced?
Amy, Dad!, Don't mind cranky-pants here. She been cranky ever since she was a fat little girl.
Mr Wong," Can I be brutally honest, Fry? I always wanted a son.", Dad!
Fry," That hurt, but I can take it."," Can I be brutally honest, Fry? I always wanted a son."
Amy, I knew you wanted a son! Why do you think I became a miniature golf champion? Why do you think I wear these stupid boys' sweat suits?," That hurt, but I can take it."
Mr, Wong, I knew you wanted a son! Why do you think I became a miniature golf champion? Why do you think I wear these stupid boys' sweat suits?
Fry," Now, sir, in fairness, Amy's butt is actually pretty hot.", Wong
Amy, What is it with you men? Why does everything revolve around my butt?," Now, sir, in fairness, Amy's butt is actually pretty hot."
Mr, Wong, What is it with you men? Why does everything revolve around my butt?
Fry, Sorry., Wong
Amy, That's it! Why don't you just adopt Fry and make him the son you never had? That'll replace the daughter you don't have anymore!, Sorry.
Bender, Whoa! What's with Big Butt?, That's it! Why don't you just adopt Fry and make him the son you never had? That'll replace the daughter you don't have anymore!
Mr Wong, She just hungry., Whoa! What's with Big Butt?
Bender," Here you go, Fry.", She just hungry.
Fry, Thanks.," Here you go, Fry."
Bender," Oh! FYI, I dropped that Tetris piece in the wrong place and ended the game.", Thanks.
Fry, No!," Oh! FYI, I dropped that Tetris piece in the wrong place and ended the game."
Fry,, No!
Frida, Take your mands off of me!,
Fry, I'm on your side., Take your mands off of me!
Frida, Don't shush me., I'm on your side.
Fry," Please, can you take a message to Leela?", Don't shush me.
Frida, What is it?," Please, can you take a message to Leela?"
Fry," Just say her sweet goofbag is working to save the violet dwarf star, just like she is.", What is it?
Frida," Very well, I'll fem-municate your man-formation."," Just say her sweet goofbag is working to save the violet dwarf star, just like she is."
Fry, Just tell her.," Very well, I'll fem-municate your man-formation."
Farnsworth," Well, this is it, old friends. Planet Express is done for, what with our delivery crew missing and the abysmal sales of Tickle Me Bender.", Just tell her.
Bender," Doll Quit touching my junk, pervert!"," Well, this is it, old friends. Planet Express is done for, what with our delivery crew missing and the abysmal sales of Tickle Me Bender."
Farnsworth, Hold out your hands and I'll remove your career chips.," Doll Quit touching my junk, pervert!"
Zoidberg, When will it end?, Hold out your hands and I'll remove your career chips.
Hermes," Shouldn't you get that, Professor?", When will it end?
Farnsworth, Hello?," Shouldn't you get that, Professor?"
Mr Wong," Professor, old buddy, I'm gonna blow up the violet dwarf star. So I need you deliver billion-mile security fence to keep out protesters. Dirty business. Lot of money. You corrupt enough?", Hello?
Farnsworth," Good news, crybabies! We're back in business."," Professor, old buddy, I'm gonna blow up the violet dwarf star. So I need you deliver billion-mile security fence to keep out protesters. Dirty business. Lot of money. You corrupt enough?"
Hermes," Sweet kookaburra of Edinburgh, Professor. You sure you know how to fly this thing?"," Good news, crybabies! We're back in business."
Farnsworth," I invented it, didn't I? You wouldn't ask Thomas Edison whether he knew how to use a sexmatron."," Sweet kookaburra of Edinburgh, Professor. You sure you know how to fly this thing?"
Zoidberg," The Feministas, probably."," I invented it, didn't I? You wouldn't ask Thomas Edison whether he knew how to use a sexmatron."
Leela, Halt! What are you doing in this parallelogram of space?," The Feministas, probably."
Farnsworth,, Halt! What are you doing in this parallelogram of space?
Zoidberg, Amy?,
Hermes, LaBarbara?, Amy?
LaBarbara," That's right, husband. From now on, you make your own Manwiches.", LaBarbara?
Leela," Under the articles of the confemiracy, we hereby wo-mandeer this ship."," That's right, husband. From now on, you make your own Manwiches."
Zoidberg," Oh, no, you don't. It's three against three."," Under the articles of the confemiracy, we hereby wo-mandeer this ship."
Mrs Wong, That was the greatest play I ever saw. It must have had 20 acts.," Oh, no, you don't. It's three against three."
Leela over Megaphone," We installed your fence, Leo Wong.", That was the greatest play I ever saw. It must have had 20 acts.
Linda, Should we shout a clever slogan?," We installed your fence, Leo Wong."
Leela," You mean something like, ""The best defense is a good fence?""", Should we shout a clever slogan?
Linda," Yeah, something like that, only funny."," You mean something like, ""The best defense is a good fence?"""
Leela," I wish we could, but our chief slogan writer is back at the Honeybun Hideout."," Yeah, something like that, only funny."
Frida," That reminds me, I've got to tell Leela about that weirdo who wants to save the violet dwarf."," I wish we could, but our chief slogan writer is back at the Honeybun Hideout."
Mysterious Sinister Voice," So, the Legion of Madfellows has a new pawn, eh?"," That reminds me, I've got to tell Leela about that weirdo who wants to save the violet dwarf."
Frida," Is somebody here? If you're the DSL guy, you're two days late."," So, the Legion of Madfellows has a new pawn, eh?"
Mysterious Sinister Voice, Who gave you that message for Leela?," Is somebody here? If you're the DSL guy, you're two days late."
Frida, I don't know his name., Who gave you that message for Leela?
Mysterious Sinister Voice, Then you are of no use to the Dark Ones!, I don't know his name.
Frida," Long lost brother, avenge my death.", Then you are of no use to the Dark Ones!
Mysterious Voice," Where are your crappy rhymes now, Frida Waterfall?"," Long lost brother, avenge my death."
Frida,," Where are your crappy rhymes now, Frida Waterfall?"
Scene,,
Fry," My dirty, shifty friend?",
Hutch," Hey, Fry, long time."," My dirty, shifty friend?"
Hutch," Welcome back to the Legion of Madfellows, man."," Hey, Fry, long time."
Fry," Why'd you bonk me, you idiot? You could have just asked me to come with you. And where are we? This doesn't look like your regular dumpster."," Welcome back to the Legion of Madfellows, man."
Nine," All in good time! I guess now is a good time. We are on Mars, in a forgotten cavern abandoned by the native Martians a million years ago."," Why'd you bonk me, you idiot? You could have just asked me to come with you. And where are we? This doesn't look like your regular dumpster."
Fry," Actually, it was five years ago. I remember 'cause they washed my socks."," All in good time! I guess now is a good time. We are on Mars, in a forgotten cavern abandoned by the native Martians a million years ago."
Nine," You have done well, Fry. You have ingratiated yourself with Leo Wong."," Actually, it was five years ago. I remember 'cause they washed my socks."
Fry," Yup, I kissed his ass from cheek to shining cheek. So, what do I do next?"," You have done well, Fry. You have ingratiated yourself with Leo Wong."
Nine," As Wong security chief, you will be on hand when he attempts to destroy the violet dwarf. You must not let that happen."," Yup, I kissed his ass from cheek to shining cheek. So, what do I do next?"
Fry," ""Must let happen."""," As Wong security chief, you will be on hand when he attempts to destroy the violet dwarf. You must not let that happen."
Nine, Not happen!," ""Must let happen."""
Fry," ""Must let occur.""", Not happen!
Nine, Let me tell you a story. A story of two alien species so ancient that compared to them the human race is a mere college senior! On a distant planetoid they evolved to cooperate in their quest to survive.," ""Must let occur."""
Fry," Cooperation, because life is a team sport.", Let me tell you a story. A story of two alien species so ancient that compared to them the human race is a mere college senior! On a distant planetoid they evolved to cooperate in their quest to survive.
Nine," But, over time, one species evolved a better strategy, and an evolutionary arms race began."," Cooperation, because life is a team sport."
Nine, That concludes the audio-visual portion of our head-clonk and lecture.," But, over time, one species evolved a better strategy, and an evolutionary arms race began."
Fry," Wait, what happened to the snakes and the frogs? I need to know!", That concludes the audio-visual portion of our head-clonk and lecture.
Nine," The frogs, or possibly the snakes, evolved into vicious killing machines, honed by the merciless forces of natural selection and intelligent design. We call these the Dark Ones!"," Wait, what happened to the snakes and the frogs? I need to know!"
Nine," These evil creatures preyed on all life, driving species after species to extinction. Meanwhile, however, the second species evolved to fend off the Dark Ones, befriending and protecting all other living things."," The frogs, or possibly the snakes, evolved into vicious killing machines, honed by the merciless forces of natural selection and intelligent design. We call these the Dark Ones!"
Fry, Even Céline Dion?," These evil creatures preyed on all life, driving species after species to extinction. Meanwhile, however, the second species evolved to fend off the Dark Ones, befriending and protecting all other living things."
Nine," Probably. We call these noble beings the Encyclopods, because their DNA incorporates the DNA of every endangered species they encountered, so they can recreate them if they go extinct.", Even Céline Dion?
Fry," Just as a pillow, a wig and a corncob pipe can be used to recreate my old girlfriend!"," Probably. We call these noble beings the Encyclopods, because their DNA incorporates the DNA of every endangered species they encountered, so they can recreate them if they go extinct."
Nine, Bingo.," Just as a pillow, a wig and a corncob pipe can be used to recreate my old girlfriend!"
Transition Announcer 2," Meanwhile, at the Honeybun Hideout.", Bingo.
LaBarbara, There! Now you know how it feels to be locked up in a go-go cage.," Meanwhile, at the Honeybun Hideout."
Hermes, What the hell are you talking about?, There! Now you know how it feels to be locked up in a go-go cage.
LaBarbara, Shut your man-hole., What the hell are you talking about?
Hermes, I feel dirty., Shut your man-hole.
Leela," Are you sure Fry is working for your father? It just doesn't seem like him to be so evil, or to hold down a job.", I feel dirty.
Amy," It's true, Leela. Cross My Heart bra and swear to Goddess."," Are you sure Fry is working for your father? It just doesn't seem like him to be so evil, or to hold down a job."
Leela,"  Oh, no! Frida's been murdered!"," It's true, Leela. Cross My Heart bra and swear to Goddess."
LaBarbara, Sweet she-cattle of Seattle!,"  Oh, no! Frida's been murdered!"
Hermes from off screen," Not your strong suit, woman.", Sweet she-cattle of Seattle!
Amy, Who could have done this?," Not your strong suit, woman."
Leela, Your dad? Nixon?, Who could have done this?
Amy, Fry?, Your dad? Nixon?
Leela, So just stay calm while I call Fry., Fry?
Fry, So where are the Encyclopods and the Dark Ones now?, So just stay calm while I call Fry.
Nine," Many more died out, like the Encyclopods. But, and this is the great secret of our age, we believe they left an egg behind.", So where are the Encyclopods and the Dark Ones now?
Fry, Is it edible?," Many more died out, like the Encyclopods. But, and this is the great secret of our age, we believe they left an egg behind."
Nine," We're not gonna eat it! Not unless we find a second one. No, Fry, we intend to hatch it!", Is it edible?
Hutch, And that's where you come in.," We're not gonna eat it! Not unless we find a second one. No, Fry, we intend to hatch it!"
Fry, And here I am., And that's where you come in.
Nine," At long last the tide of Chi has returned, and its nourishing flow has awakened the dormant egg.", And here I am.
Fry, That's good.," At long last the tide of Chi has returned, and its nourishing flow has awakened the dormant egg."
Hutch," It's better than good. It's better. With its massive stash of DNA, the Encyclopod can reconstruct every species that ever went extinct.", That's good.
Nine," Imagine, all the animals that failed evolution's test, alive again! The dodo bird, the brittle-klutz, the striped biologist-taunter."," It's better than good. It's better. With its massive stash of DNA, the Encyclopod can reconstruct every species that ever went extinct."
Fry," So, where is this egg?"," Imagine, all the animals that failed evolution's test, alive again! The dodo bird, the brittle-klutz, the striped biologist-taunter."
Nine, In the violet dwarf star system.," So, where is this egg?"
Fry, And what does it look like?, In the violet dwarf star system.
Nine, A violet dwarf star!, And what does it look like?
Fry," You mean, the whole star is a single... Whoa! Sci-fi.", A violet dwarf star!
Nine," Alas! Even now, a Dark One is headed to the star to ensure its destruction."," You mean, the whole star is a single... Whoa! Sci-fi."
Fry, Dang! So what does this Dark One look like?," Alas! Even now, a Dark One is headed to the star to ensure its destruction."
Nine, We don't know. I admit it's a horrifically grave situation., Dang! So what does this Dark One look like?
Hutch," Don't sugarcoat it, Nine. The Dark Ones have been evolving so long, it could be anything or anyone. Or anybody.", We don't know. I admit it's a horrifically grave situation.
Fry," You mean, like, people?"," Don't sugarcoat it, Nine. The Dark Ones have been evolving so long, it could be anything or anyone. Or anybody."
Hutch," Any people. It will kill the egg, and every dude, woman and child who knows about it."," You mean, like, people?"
Nine," Even our crazy caps will be useless at close range. That's why only you, with your defective unreadable brainwave, may be able to thwart them and usher in a new green age of wonder and..."," Any people. It will kill the egg, and every dude, woman and child who knows about it."
Fry, You're on Fry-time. Leela! Did you get my message?," Even our crazy caps will be useless at close range. That's why only you, with your defective unreadable brainwave, may be able to thwart them and usher in a new green age of wonder and..."
Leela, What message?, You're on Fry-time. Leela! Did you get my message?
Fry, Didn't you see Frida Waterfall?, What message?
LeelaSo, you did kill Frida Waterfall?, Didn't you see Frida Waterfall?
Fry," Well, I can't explain anything, but we should talk anyway. Where are you?", you did kill Frida Waterfall?
Leela," Oh, no. I'm not gonna expose the Honeybun Hideout. Where are you?"," Well, I can't explain anything, but we should talk anyway. Where are you?"
Fry, Near the Keeler Crater on Mars. Do you know it?," Oh, no. I'm not gonna expose the Honeybun Hideout. Where are you?"
Leela," I, I, uh... I think I read about it.", Near the Keeler Crater on Mars. Do you know it?
Leela, I'll meet you at the south rim in one hour. No moustaches.," I, I, uh... I think I read about it."
Zapp," Kif, set coordinates, 36-24-36. AKA, Leela.", I'll meet you at the south rim in one hour. No moustaches.
Fry, Ten minutes late. Ain't that just like a womanista?," Kif, set coordinates, 36-24-36. AKA, Leela."
Leela, Psst. Are you alone?, Ten minutes late. Ain't that just like a womanista?
Fry," Of course, don't you trust me?", Psst. Are you alone?
Zapp over PA," There's no escape, Leela. If you surrender, wave your shirt in the air."," Of course, don't you trust me?"
Leela," Fry, you traitor!"," There's no escape, Leela. If you surrender, wave your shirt in the air."
Amy over PA," Hop onto the magnet, Leela!"," Fry, you traitor!"
Leela,," Hop onto the magnet, Leela!"
Leela," I can't believe you ratted me out, Fry.",
Fry," I'm not a rat, I swear. If I'm any rodent, it's the loyal capybara, king of the rats! No, wait."," I can't believe you ratted me out, Fry."
Linda," This just in, we are about to get our asses blown off. LaBarbara?"," I'm not a rat, I swear. If I'm any rodent, it's the loyal capybara, king of the rats! No, wait."
LaBarbara,," This just in, we are about to get our asses blown off. LaBarbara?"
Amy," Stay strong, ladies. We can lose them in the giant miniature golf course.",
Fry, But the course isn't finished. And there's no girls allowed.," Stay strong, ladies. We can lose them in the giant miniature golf course."
Amy,, But the course isn't finished. And there's no girls allowed.
Zapp," So, they want to play mini golf, eh? Two can play at that game. Or even four, depending on the number of ball colors available.",
Zapp, I choose pink.," So, they want to play mini golf, eh? Two can play at that game. Or even four, depending on the number of ball colors available."
Kif," That's their color, sir.", I choose pink.
Zapp, The hell it is.," That's their color, sir."
Leela, They're gaining on us. We need a birdie on the windmill hole., The hell it is.
Amy, Wait. Wait. Drop the boot!, They're gaining on us. We need a birdie on the windmill hole.
Kif," Sir, at our present speed, the computer predicts a 100% chance we'll be sliced in half. We'll never make it.", Wait. Wait. Drop the boot!
Zapp," Not with that attitude, we won't. Same speed ahead!"," Sir, at our present speed, the computer predicts a 100% chance we'll be sliced in half. We'll never make it."
Zapp," We made it through, Kif. How many men did we lose?"," Not with that attitude, we won't. Same speed ahead!"
Kif, All of them.," We made it through, Kif. How many men did we lose?"
Zapp," Well, at least they won't have to mourn each other. Seal the airlocks, and draw the shades. Resume shooting.", All of them.
Fry," Oh, no! The gorilla! That's a par-four!"," Well, at least they won't have to mourn each other. Seal the airlocks, and draw the shades. Resume shooting."
Leela, The mouth's too dangerous. I'm going for the nose.," Oh, no! The gorilla! That's a par-four!"
Amy, Don't be a sucker. You won't come out anywhere near the hole. You need to aim for the jaws just when they start to close., The mouth's too dangerous. I'm going for the nose.
Leela, Start to close? Are you out of your..., Don't be a sucker. You won't come out anywhere near the hole. You need to aim for the jaws just when they start to close.
Leela, We made it!, Start to close? Are you out of your...
Zapp, Captaining 101 . Go for the nose., We made it!
Bender,, Captaining 101 . Go for the nose.
Kif, You can't sue the military.,
Bender, I'm okay then., You can't sue the military.
Zapp, Damage report., I'm okay then.
Kif," We lost all remaining food and oxygen, Captain. As well as our XM Radio antenna.", Damage report.
Zapp," Then this chase is over. Kif, set course for the nearest XM repair facility. Meanwhile, we shall sing top hits from the '80s."," We lost all remaining food and oxygen, Captain. As well as our XM Radio antenna."
Kif," Which '80s, sir?"," Then this chase is over. Kif, set course for the nearest XM repair facility. Meanwhile, we shall sing top hits from the '80s."
ZappAnd, I'm hungry like the wolf.," Which '80s, sir?"
Hermes, The shot was too good! We're jamming straight for the hole., I'm hungry like the wolf.
Zoidberg," We're gonna crash, even.", The shot was too good! We're jamming straight for the hole.
Amy," Shmeesh, shmell out, shmeverybody. It's a wormhole hole."," We're gonna crash, even."
Farnsworth, ...nother part of the universe.," Shmeesh, shmell out, shmeverybody. It's a wormhole hole."
Amy, We made it!, ...nother part of the universe.
Farnsworth," Uh, whaa...", We made it!
Leela, Crud nuggets! We de-spaced right next to the Nimbus.," Uh, whaa..."
Zoidberg," Just when you think the chase is over, it gets twice as exciting!", Crud nuggets! We de-spaced right next to the Nimbus.
Bender," Hey, look at that."," Just when you think the chase is over, it gets twice as exciting!"
Zapp," Well, well, well. My bloodhound-like instincts must have hunted them down while my other parts were throbbing to Duran Duran."," Hey, look at that."
Kif, Shall I initiate a pointless and potentially fatal pursuit?," Well, well, well. My bloodhound-like instincts must have hunted them down while my other parts were throbbing to Duran Duran."
Zapp, Make it so., Shall I initiate a pointless and potentially fatal pursuit?
Bender," It's gonna be fun on the bun, in space.", Make it so.
Leela, Look! The asteroid. Now it's crawling with life. Like Zoidberg's sandals!," It's gonna be fun on the bun, in space."
Fry, Wow! It's incredible., Look! The asteroid. Now it's crawling with life. Like Zoidberg's sandals!
Leela, But it'll be destroyed when Leo Wong blows up the violet dwarf. So why are you helping him?, Wow! It's incredible.
Fry," I can't tell you, Leela. You just have to trust me.", But it'll be destroyed when Leo Wong blows up the violet dwarf. So why are you helping him?
Leela," You keep saying that, but you have to give me something to go on or I..."," I can't tell you, Leela. You just have to trust me."
Planet Express Ship Alarm, Out of whale oil. Out of whale oil.," You keep saying that, but you have to give me something to go on or I..."
Leela, The out-of-fuel indicator. It's indicating., Out of whale oil. Out of whale oil.
Zoidberg," Say, what's that violet-colored dwarf-like star thing we're drifting into?", The out-of-fuel indicator. It's indicating.
Leela, The violet dwarf star!," Say, what's that violet-colored dwarf-like star thing we're drifting into?"
Fry," Of course. The gorilla was the 18th hole, so we're headed into the ball return.", The violet dwarf star!
Zoidberg," Aye, what else now can go wrong?"," Of course. The gorilla was the 18th hole, so we're headed into the ball return."
Zapp on the monitor," Ladies, you're under arrest. Prepare to be boarded again and again."," Aye, what else now can go wrong?"
Petunia,," Ladies, you're under arrest. Prepare to be boarded again and again."
Leela, Don't give up yet. I've got one more trick up my sleeve.,
Amy, That's exactly the number we need., Don't give up yet. I've got one more trick up my sleeve.
Zapp," Ah, the fairer sex.", That's exactly the number we need.
Zapp," Something's very wrong here, and yet a little bit right."," Ah, the fairer sex."
Leela, (off-screen)," Something's very wrong here, and yet a little bit right."
Bender, (off-screen), (off-screen)
Leela, Bender?, (off-screen)
Bender, All two tons of me., Bender?
Bailiff," Oye, oye, oye. All rise for the honorable Chief Justice D-O-G-G and the Associate Justices.", All two tons of me.
Judge Dogg," Yo. Seat it or beat it. The charges against y'all femditos is murder, mayhem, vandalism, kidnapping and resisting arrest. Damn! The big five. You may now make your opening ""what you got to say for yourselves."""," Oye, oye, oye. All rise for the honorable Chief Justice D-O-G-G and the Associate Justices."
Leela," I mean, may it plizzle the cozizzle."," Yo. Seat it or beat it. The charges against y'all femditos is murder, mayhem, vandalism, kidnapping and resisting arrest. Damn! The big five. You may now make your opening ""what you got to say for yourselves."""
Judge Dogg, Proceed.," I mean, may it plizzle the cozizzle."
Leela," These charges are outrageous. Our only goal was to save a rare violet star and its precious ecosystem. If protecting the environment is a crime, then...", Proceed.
Judge Dogg, Protecting the environment is a crime.," These charges are outrageous. Our only goal was to save a rare violet star and its precious ecosystem. If protecting the environment is a crime, then..."
Leela, , Protecting the environment is a crime.
Bailiff, Do you swear to tell the whole truth and nothing but the truth?, 
Nixon," I... Well, now, I... Am I under oath when I take the oath?", Do you swear to tell the whole truth and nothing but the truth?
Ruth Bader Ginsburgs head, Can the witness identify the feminista leader?," I... Well, now, I... Am I under oath when I take the oath?"
Bender," That's her right there, with the ""I'm gonna kill you Bender"" look in her eye.", Can the witness identify the feminista leader?
