,0,raw,name
26099,"Mr. Wong: You can't borrow money.
","Mr. Wong: You can't borrow money.
",Mr. Wong
26100,"Mrs. Wong
","Mrs. Wong
","Mrs. Wong
"
26101,"Kif: Mrs. Wong, no. The finial stage of my species' life cycle is a colony of flying hookworms. You just squashed part of my father.
","Kif: Mrs. Wong, no. The finial stage of my species' life cycle is a colony of flying hookworms. You just squashed part of my father.
",Kif
26102,"Mr. Kroker: Welcome.
","Mr. Kroker: Welcome.
",Mr. Kroker
26103,"Mrs. Wong: Sorry. I guess you got plenty of bugs to spare though, huh?
","Mrs. Wong: Sorry. I guess you got plenty of bugs to spare though, huh?
",Mrs. Wong
26104,"Mr. Kroker: That was my left testicle.
","Mr. Kroker: That was my left testicle.
",Mr. Kroker
26105,"Bender And the awkward meter goes up another notch. Ding, ding, ding, ding ding...
","Bender And the awkward meter goes up another notch. Ding, ding, ding, ding ding...
","Bender And the awkward meter goes up another notch. Ding, ding, ding, ding ding...
"
26106,"Fry: Wow, Colleen, you look so beautiful in the light of the swamp gas.
","Fry: Wow, Colleen, you look so beautiful in the light of the swamp gas.
",Fry
26107,"Colleen: Thanks. This is really fun. I love going to exotic worlds and getting hammered.
","Colleen: Thanks. This is really fun. I love going to exotic worlds and getting hammered.
",Colleen
26108,"Fry: Me, too.
","Fry: Me, too.
",Fry
26109,"Bartender
","Bartender
","Bartender
"
26110,"Zapp: Leela, I can't help but notice you're unescorted. Might I escort you behind that bush for the next five minutes?
","Zapp: Leela, I can't help but notice you're unescorted. Might I escort you behind that bush for the next five minutes?
",Zapp
26111,"Leela: Nothing would revolt me more.
","Leela: Nothing would revolt me more.
",Leela
26112,"Zapp: Then how about that shrub?
","Zapp: Then how about that shrub?
",Zapp
26113,"Kif: Ooh! Rubok is begun.
","Kif: Ooh! Rubok is begun.
",Kif
26114,"Grand Midwife: I am the Grand Priestess.
","Grand Midwife: I am the Grand Priestess.
",Grand Midwife
26115,"Fry: Aren't you also the Grand Midwife?
","Fry: Aren't you also the Grand Midwife?
",Fry
26116,"Grand Midwife: And the grand Lunch Lady. I work five jobs, all grand. Kif of the clan Kroker, please transcend the Rubok Etlon with your Fonfon Smizmar Ru.
","Grand Midwife: And the grand Lunch Lady. I work five jobs, all grand. Kif of the clan Kroker, please transcend the Rubok Etlon with your Fonfon Smizmar Ru.
",Grand Midwife
26117,"Kif: What?
","Kif: What?
",Kif
26118,"Grand Midwife As you become one with the ooze, so you become one with the clan Kroker.
","Grand Midwife As you become one with the ooze, so you become one with the clan Kroker.
","Grand Midwife As you become one with the ooze, so you become one with the clan Kroker.
"
26119,"Amy: Oh, Kif, it's like a movie with this happening in it.
","Amy: Oh, Kif, it's like a movie with this happening in it.
",Amy
26120,"Grand Midwife: Is the best man present?
","Grand Midwife: Is the best man present?
",Grand Midwife
26121,"Zapp: Guilty as charged.
","Zapp: Guilty as charged.
",Zapp
26122,"Grand Midwife: Kindly hose the couple.
","Grand Midwife: Kindly hose the couple.
",Grand Midwife
26123,"Grand Midwife It's not part of the ceremony. I just had an extra snake. Rubok is complete. Throw the bouquet.
","Grand Midwife It's not part of the ceremony. I just had an extra snake. Rubok is complete. Throw the bouquet.
","Grand Midwife It's not part of the ceremony. I just had an extra snake. Rubok is complete. Throw the bouquet.
"
26124,"Zoidberg
","Zoidberg
","Zoidberg
"
26125,"Bender Fry, run, run. Get over here, oh, my God, oh, my God!
","Bender Fry, run, run. Get over here, oh, my God, oh, my God!
","Bender Fry, run, run. Get over here, oh, my God, oh, my God!
"
26126,"Fry: What? What is it?
","Fry: What? What is it?
",Fry
26127,"Bender: Shut up already! Calculon's on TV!
","Bender: Shut up already! Calculon's on TV!
",Bender
26128,"Monique: I beg you, Calculon, don't ring that door chime.
","Monique: I beg you, Calculon, don't ring that door chime.
",Monique
26129,"Calculon: I have no choice, Monique. Whoever the blackmailer is, he lives behind this hideous yet strangely familiar door.
","Calculon: I have no choice, Monique. Whoever the blackmailer is, he lives behind this hideous yet strangely familiar door.
",Calculon
26130,"Human Friend: Calculon residence. Oh, hello, Mr. Calculon.
","Human Friend: Calculon residence. Oh, hello, Mr. Calculon.
",Human Friend
26131,"Calculon: Son of a bit. This is my house. But that means I'm blackmailing myself. Why didn't you tell me, Monique?
","Calculon: Son of a bit. This is my house. But that means I'm blackmailing myself. Why didn't you tell me, Monique?
",Calculon
26132,"Monique: I tried to, but I couldn’t. Oh, Calculon, I'm afraid you have a fourth personality the other three don't know about, and it and I are lovers!
","Monique: I tried to, but I couldn’t. Oh, Calculon, I'm afraid you have a fourth personality the other three don't know about, and it and I are lovers!
",Monique
26133,"Bender: How's Calculon going to take this, Fry, especially after that humiliating tennis tournament? Fry?
","Bender: How's Calculon going to take this, Fry, especially after that humiliating tennis tournament? Fry?
",Bender
26134,"Fry Don't know, Bender. Tonight's my big date with Colleen. I got to run.
","Fry Don't know, Bender. Tonight's my big date with Colleen. I got to run.
","Fry Don't know, Bender. Tonight's my big date with Colleen. I got to run.
"
26135,"Bender: But me and you like to watch together. Look, I got you a cabbage to snack on. Humans like cabbage, right?
","Bender: But me and you like to watch together. Look, I got you a cabbage to snack on. Humans like cabbage, right?
",Bender
26136,"Carnival Barker Keep your hands in the car, shut up, and have fun.
","Carnival Barker Keep your hands in the car, shut up, and have fun.
","Carnival Barker Keep your hands in the car, shut up, and have fun.
"
26137,"Fry: Wow, you even look beautiful in 2D.
","Fry: Wow, you even look beautiful in 2D.
",Fry
26138,"Colleen
","Colleen
","Colleen
"
26139,"Fry: A really hot line segment. So, listen, sweetie pie, I was thinking maybe we should take this to the next step.
","Fry: A really hot line segment. So, listen, sweetie pie, I was thinking maybe we should take this to the next step.
",Fry
26140,"Colleen: Really?
","Colleen: Really?
",Colleen
26141,"Fry: Yes. Colleen...will you be moved in with by me?
","Fry: Yes. Colleen...will you be moved in with by me?
",Fry
26142,"Colleen: (SOFT GASP)
","Colleen: (SOFT GASP)
",Colleen
26143,"Amy: Way to go.
","Amy: Way to go.
",Amy
26144,"Zoidberg: Hooray, hooray.
","Zoidberg: Hooray, hooray.
",Zoidberg
26145,"Leela: That's great.
","Leela: That's great.
",Leela
26146,"Bender I could just curl up at the foot of the bed. (WHIMPERING)
","Bender I could just curl up at the foot of the bed. (WHIMPERING)
","Bender I could just curl up at the foot of the bed. (WHIMPERING)
"
26147,"Farnsworth: Listen up, everyone. I know you've all been extremely worried about the cosmic anomaly.
","Farnsworth: Listen up, everyone. I know you've all been extremely worried about the cosmic anomaly.
",Farnsworth
26148,"Hermes: The what? Oh, right.
","Hermes: The what? Oh, right.
",Hermes
26149,"Farnsworth: But there's good news! We're all going to learn more about it at a scientific conference.
","Farnsworth: But there's good news! We're all going to learn more about it at a scientific conference.
",Farnsworth
26150,"Man walking on screen: ...like a city made of marshmallow.
","Man walking on screen: ...like a city made of marshmallow.
",Man walking on screen
26151,"Stephen Hawking's head: Welcome. I am the pickled head of Stephen Hawking on a way-cool rocket.
","Stephen Hawking's head: Welcome. I am the pickled head of Stephen Hawking on a way-cool rocket.
",Stephen Hawking's head
26152,"Leela (embarrassed)
","Leela (embarrassed)
","Leela (embarrassed)
"
26153,"Stephen Hawking: You should have.
","Stephen Hawking: You should have.
",Stephen Hawking
26154,"Stephen Hawking: In conclusion, I understand nothing about the anomaly, even after cashing the huge check I got for writing a book about it.
","Stephen Hawking: In conclusion, I understand nothing about the anomaly, even after cashing the huge check I got for writing a book about it.
",Stephen Hawking
26155,"Farnsworth (standing up): I know this anomaly is terrifying. But as scientists, is it not our sworn duty to seek out knowledge, even at the cost of our very lives?
","Farnsworth (standing up): I know this anomaly is terrifying. But as scientists, is it not our sworn duty to seek out knowledge, even at the cost of our very lives?
",Farnsworth (standing up)
26156,"Stephen Hawking: No.
","Stephen Hawking: No.
",Stephen Hawking
26157,"Farnsworth: I say we must mount an expedition to the anomaly forthwith.
","Farnsworth: I say we must mount an expedition to the anomaly forthwith.
",Farnsworth
26158,"Wernstrom: I agree.
","Wernstrom: I agree.
",Wernstrom
26159,"Farnsworth: Wernstrom!
","Farnsworth: Wernstrom!
",Farnsworth
26160,"Wernstrom
","Wernstrom
","Wernstrom
"
26161,"Farnsworth: Don't listen to that crackpot!
","Farnsworth: Don't listen to that crackpot!
",Farnsworth
26162,"Wernstrom: But I'm agreeing with you.
","Wernstrom: But I'm agreeing with you.
",Wernstrom
26163,"Farnsworth
","Farnsworth
","Farnsworth
"
26164,"Wernstrom I volunteer to lead the expedition. I have a squad of graduate students eager to risk their lives for a letter of recommendation.
","Wernstrom I volunteer to lead the expedition. I have a squad of graduate students eager to risk their lives for a letter of recommendation.
","Wernstrom I volunteer to lead the expedition. I have a squad of graduate students eager to risk their lives for a letter of recommendation.
"
26165,"Farnsworth: Your squad sucks bosons! My team is twice as qualified and three times as expendable.
","Farnsworth: Your squad sucks bosons! My team is twice as qualified and three times as expendable.
",Farnsworth
26166,"The PE Crew (standing up): Yeah!
","The PE Crew (standing up): Yeah!
",The PE Crew (standing up)
26167,"Wernstrom: Oh, tough talk for someone with only one Fields Medal.
","Wernstrom: Oh, tough talk for someone with only one Fields Medal.
",Wernstrom
26168,"Crowd: Ooh!
","Crowd: Ooh!
",Crowd
26169,"Stephen Hawking: Ooh!
","Stephen Hawking: Ooh!
",Stephen Hawking
26170,"Farnsworth: Wernstrom, I ought to...
","Farnsworth: Wernstrom, I ought to...
",Farnsworth
26171,"Stephen Hawking: I didn't know I could do that. Now quiet down and settle this like men of science.
","Stephen Hawking: I didn't know I could do that. Now quiet down and settle this like men of science.
",Stephen Hawking
26172,"Professor (sitting down): Very well.
","Professor (sitting down): Very well.
",Professor (sitting down)
26173,"Professor (VO): Let Deathball begin!
","Professor (VO): Let Deathball begin!
",Professor (VO)
26174,"Farnsworth: Go, Planet Express!
","Farnsworth: Go, Planet Express!
",Farnsworth
26175,"Wernstrom: Go even more, my team!
","Wernstrom: Go even more, my team!
",Wernstrom
26176,": 0 - Wernstrom
",": 0 - Wernstrom
",
26177,"Fry
","Fry
","Fry
"
26178,"Colleen (with two beers in her hands): Woo hoo! Bust those balls!
","Colleen (with two beers in her hands): Woo hoo! Bust those balls!
",Colleen (with two beers in her hands)
26179,"Zoidberg
","Zoidberg
","Zoidberg
"
26180,"Leela: Come on, Bender! Your grandmother could push harder than that!
","Leela: Come on, Bender! Your grandmother could push harder than that!
",Leela
26181,"Bender: No crap. My grandmother was a bulldozer.
","Bender: No crap. My grandmother was a bulldozer.
",Bender
26182,"Bender: And thus metal man defeated meat man. The end.
","Bender: And thus metal man defeated meat man. The end.
",Bender
26183,"Colleen: Come here, winner!
","Colleen: Come here, winner!
",Colleen
26184,"Colleen (looking at one of Wernstrom's players)
","Colleen (looking at one of Wernstrom's players)
","Colleen (looking at one of Wernstrom's players)
"
26185,"Fry (confused): Colleen, what are you doing? My face is over here.
","Fry (confused): Colleen, what are you doing? My face is over here.
",Fry (confused)
26186,"Colleen: This is my boyfriend, silly!
","Colleen: This is my boyfriend, silly!
",Colleen
26187,"Fry (confused): I thought I was your boyfriend.
","Fry (confused): I thought I was your boyfriend.
",Fry (confused)
26188,"Colleen: You are.
","Colleen: You are.
",Colleen
26189,"Fry (confused): Well, how can you have two boyfriends?
","Fry (confused): Well, how can you have two boyfriends?
",Fry (confused)
26190,"Colleen Fry, meet Chu, Bolt, Ndulu, and Shlomo.
","Colleen Fry, meet Chu, Bolt, Ndulu, and Shlomo.
","Colleen Fry, meet Chu, Bolt, Ndulu, and Shlomo.
"
26191,"Chu: Nihow.
","Chu: Nihow.
",Chu
26192,"Ndulu: Greetings.
","Ndulu: Greetings.
",Ndulu
26193,"Bolt: Pleasure.
","Bolt: Pleasure.
",Bolt
26194,"Fry: But... But...
","Fry: But... But...
",Fry
26195,"Colleen: Shlomo and Ndulu will help you move your stuff into my apartment tonight.
","Colleen: Shlomo and Ndulu will help you move your stuff into my apartment tonight.
",Colleen
26196,"Ndulu: Welcome to the relationship, buddy!
","Ndulu: Welcome to the relationship, buddy!
",Ndulu
26197,"Fry
","Fry
","Fry
"
26198,"Chu: There's my butterscotch.
","Chu: There's my butterscotch.
",Chu
26199,"Farnsworth: Congratulations, Deathballers! We've won the right to explore the anomaly!
","Farnsworth: Congratulations, Deathballers! We've won the right to explore the anomaly!
",Farnsworth
26200,"Zoidberg: What? I thought I was playing for my freedom!
","Zoidberg: What? I thought I was playing for my freedom!
",Zoidberg
26201,"Farnsworth Now, I've often said ""good news"" when sending you on a mission of extreme danger. So when I say this anomaly is dangerous, you can imagine how dangerous I really think it is.
","Farnsworth Now, I've often said ""good news"" when sending you on a mission of extreme danger. So when I say this anomaly is dangerous, you can imagine how dangerous I really think it is.
","Farnsworth Now, I've often said ""good news"" when sending you on a mission of extreme danger. So when I say this anomaly is dangerous, you can imagine how dangerous I really think it is.
"
26202,"Hermes: Not dangerous at all?
","Hermes: Not dangerous at all?
",Hermes
26203,"Farnsworth: Actually, quite dangerous indeed.
","Farnsworth: Actually, quite dangerous indeed.
",Farnsworth
26204,"Hermes: That is quite dangerous!
","Hermes: That is quite dangerous!
",Hermes
26205,"Farnsworth: Indeed. Now stop shilly-shallying! Prep the ship and line up for your pre-flight coffee enemas!
","Farnsworth: Indeed. Now stop shilly-shallying! Prep the ship and line up for your pre-flight coffee enemas!
",Farnsworth
26206,"Fry: I don't know what to do, Leela. Should I move in with Colleen and her four other boyfriends?
","Fry: I don't know what to do, Leela. Should I move in with Colleen and her four other boyfriends?
",Fry
26207,"Leela: What are you going to do? Sleep in a big pile like hamsters?
","Leela: What are you going to do? Sleep in a big pile like hamsters?
",Leela
26208,"Fry: No! It's not like that. Everyone gets his own room and a shelf in the refrigerator.
","Fry: No! It's not like that. Everyone gets his own room and a shelf in the refrigerator.
",Fry
26209,"Zoidberg (walking by): Take the deal, Fry! If there's a delicious cake, isn't it better to have one slice than none at all? Even if four other guys eat the other four slices, and they're all thrusting their sweaty naked bodies against the cake?
","Zoidberg (walking by): Take the deal, Fry! If there's a delicious cake, isn't it better to have one slice than none at all? Even if four other guys eat the other four slices, and they're all thrusting their sweaty naked bodies against the cake?
",Zoidberg (walking by)
26210,"Amy (with Kif)
","Amy (with Kif)
","Amy (with Kif)
"
26211,"Fry: Yeah. I do love her.
","Fry: Yeah. I do love her.
",Fry
26212,"Kif (high pitched voice)
","Kif (high pitched voice)
","Kif (high pitched voice)
"
26213,"Farnsworth: Whoa!
","Farnsworth: Whoa!
",Farnsworth
26214,"Enema Bot: Double espresso for Philip Fry?
","Enema Bot: Double espresso for Philip Fry?
",Enema Bot
26215,"Fry (standing up): Sorry, I'm not going on the mission. I'm moving in with Colleen!
","Fry (standing up): Sorry, I'm not going on the mission. I'm moving in with Colleen!
",Fry (standing up)
26216,"Kif: Good for you, Fry.
","Kif: Good for you, Fry.
",Kif
26217,"Zoidberg: Hooray!
","Zoidberg: Hooray!
",Zoidberg
26218,"Amy: Alright!
","Amy: Alright!
",Amy
26219,"Fry
","Fry
","Fry
"
26220,"Colleen Welcome to your new home!
","Colleen Welcome to your new home!
","Colleen Welcome to your new home!
"
26221,"Fry I'm just happy to be here with you.
","Fry I'm just happy to be here with you.
","Fry I'm just happy to be here with you.
"
26222,"Ndulu: Want a slice of delicious cake?
","Ndulu: Want a slice of delicious cake?
",Ndulu
26223,"Bender(VO): (Gasps) The anomaly!
","Bender(VO): (Gasps) The anomaly!
",Bender(VO)
26224,"Amy: It's so anomalous.
","Amy: It's so anomalous.
",Amy
26225,"Hermes: I'm feeling dread deep in my dreads!
","Hermes: I'm feeling dread deep in my dreads!
",Hermes
26226,"Farnsworth: Wernstrom!
","Farnsworth: Wernstrom!
",Farnsworth
26227,"Wernstrom: Yes, and I'm afraid I have disturbing news about the anomaly. You see...
","Wernstrom: Yes, and I'm afraid I have disturbing news about the anomaly. You see...
",Wernstrom
26228,"Farnsworth: How did you get this number? Hermes, hang up on him in the rudest possible manner.
","Farnsworth: How did you get this number? Hermes, hang up on him in the rudest possible manner.
",Farnsworth
26229,"Hermes (saluting Farnsworth)
","Hermes (saluting Farnsworth)
","Hermes (saluting Farnsworth)
"
26230,"Wernstrom
","Wernstrom
","Wernstrom
"
26231,"Colleen I've got good wine, five sweethearts, and today, I was promoted to Chief of Police.
","Colleen I've got good wine, five sweethearts, and today, I was promoted to Chief of Police.
","Colleen I've got good wine, five sweethearts, and today, I was promoted to Chief of Police.
"
26232,"Fry (toasting Colleen): Here's to you.
","Fry (toasting Colleen): Here's to you.
",Fry (toasting Colleen)
26233,"Chu: Me?
","Chu: Me?
",Chu
26234,"Fry: No, Colleen. I'm making a romantic toast.
","Fry: No, Colleen. I'm making a romantic toast.
",Fry
26235,"Chu: Sorry.
","Chu: Sorry.
",Chu
26236,"Fry: You have the most beautiful eyes I think I...
","Fry: You have the most beautiful eyes I think I...
",Fry
26237,"Ndulu: Thank you.
","Ndulu: Thank you.
",Ndulu
26238,"Fry: I'm not talking to you!
","Fry: I'm not talking to you!
",Fry
26239,"Ndulu: Then I am not talking to you, either.
","Ndulu: Then I am not talking to you, either.
",Ndulu
26240,"Schlomo: Will everyone be quiet a little? I want to hear what he has to say!
","Schlomo: Will everyone be quiet a little? I want to hear what he has to say!
",Schlomo
26241,"Fry: Thank you.
","Fry: Thank you.
",Fry
26242,"Schlomo: Not you, you Verstinkener. You're just here 'cause she likes cave men from the stupid ages.
","Schlomo: Not you, you Verstinkener. You're just here 'cause she likes cave men from the stupid ages.
",Schlomo
26243,"Bolt: Oh, look who's talking. You're just here 'cause she got matzoh fever.
","Bolt: Oh, look who's talking. You're just here 'cause she got matzoh fever.
",Bolt
26244,"Ndulu: So, what's the explanation for you, moron fever? (laughs)
","Ndulu: So, what's the explanation for you, moron fever? (laughs)
",Ndulu
26245,"Colleen: Enough! All of you! I love you. Most people in this world don't have what we have. Let's just be grateful, okay?
","Colleen: Enough! All of you! I love you. Most people in this world don't have what we have. Let's just be grateful, okay?
",Colleen
26246,"All: Yeah.
","All: Yeah.
",All
26247,"Chu: Yeah, you're right.
","Chu: Yeah, you're right.
",Chu
26248,"Fry: So, Colleen, you look really nice.
","Fry: So, Colleen, you look really nice.
",Fry
26249,"Colleen There he is. Don't wait up!
","Colleen There he is. Don't wait up!
","Colleen There he is. Don't wait up!
"
26250,"Fry (angrily)
","Fry (angrily)
","Fry (angrily)
"
26251,"Ndulu: Me?
","Ndulu: Me?
",Ndulu
26252,"Bender (stammering) What's everybody looking at me for?
","Bender (stammering) What's everybody looking at me for?
","Bender (stammering) What's everybody looking at me for?
"
26253,"Bender: ""Let's send a robot to explore it. 'Cause you can always buy another one for 20 bucks.""
","Bender: ""Let's send a robot to explore it. 'Cause you can always buy another one for 20 bucks.""
",Bender
26254,"Leela: Really?
","Leela: Really?
",Leela
26255,"Bender: Well, it's 30 bucks, and there's a $10-mail-in rebate. When the League of Robots hears about this, they won't be pleased. Oh, you'll pay, my darlings.
","Bender: Well, it's 30 bucks, and there's a $10-mail-in rebate. When the League of Robots hears about this, they won't be pleased. Oh, you'll pay, my darlings.
",Bender
26256,"Hermes: The League of Robots doesn't exist, tin mon. It's just a cartoon for babies.
","Hermes: The League of Robots doesn't exist, tin mon. It's just a cartoon for babies.
",Hermes
26257,"Bender Answer that with your precious logic.
","Bender Answer that with your precious logic.
","Bender Answer that with your precious logic.
"
26258,"Bender (within inches of the anomaly)
","Bender (within inches of the anomaly)
","Bender (within inches of the anomaly)
"
26259,"Bender So that's what happened.
","Bender So that's what happened.
","Bender So that's what happened.
"
26260,"Amy: Hey, Bender! Look who's here to cheer you up.
","Amy: Hey, Bender! Look who's here to cheer you up.
",Amy
26261,"Bender: I don't need cheering up. I'm perfectly...
","Bender: I don't need cheering up. I'm perfectly...
",Bender
26262,"Calculon (entering the room): Greetings, sick fan.
","Calculon (entering the room): Greetings, sick fan.
",Calculon (entering the room)
26263,"Bender: (Gasps) TV's Calculon! (He coughs)
","Bender: (Gasps) TV's Calculon! (He coughs)
",Bender
26264,"Calculon That fulfills my community service, right?
","Calculon That fulfills my community service, right?
","Calculon That fulfills my community service, right?
"
26265,"Ron Whitey Ow!
","Ron Whitey Ow!
","Ron Whitey Ow!
"
26266,"Colleen (sobbing): Where did we go wrong, Fry? We were meant to be together!
","Colleen (sobbing): Where did we go wrong, Fry? We were meant to be together!
",Colleen (sobbing)
26267,"Schlomo: Nu, I'm freezing my tokhes off here.
","Schlomo: Nu, I'm freezing my tokhes off here.
",Schlomo
26268,"Colleen (happily): Just a sec, honey!
","Colleen (happily): Just a sec, honey!
",Colleen (happily)
26269,"Bender
","Bender
","Bender
"
26270,"Zoidberg
","Zoidberg
","Zoidberg
"
26271,"Bender I finally know what I want to be when I grow up.
","Bender I finally know what I want to be when I grow up.
","Bender I finally know what I want to be when I grow up.
"
26272,"Hermes: You want to co-star in his TV show? Like that time you already did that?
","Hermes: You want to co-star in his TV show? Like that time you already did that?
",Hermes
26273,"Bender: No. I'm gonna be a stalker!
","Bender: No. I'm gonna be a stalker!
",Bender
26274,"Leela: That's not really a career. More of a felony.
","Leela: That's not really a career. More of a felony.
",Leela
26275,"Bender Ooh! Big news on the Calculon fan site! There's a flash mob headed for his plastic surgeon's office!
","Bender Ooh! Big news on the Calculon fan site! There's a flash mob headed for his plastic surgeon's office!
","Bender Ooh! Big news on the Calculon fan site! There's a flash mob headed for his plastic surgeon's office!
"
26276,"Plastic Surgeon: There, that's as big as I can make it. But I caution you, it looks completely unrealistic.
","Plastic Surgeon: There, that's as big as I can make it. But I caution you, it looks completely unrealistic.
",Plastic Surgeon
26277,"Calculon: You let me worry about that! Just do your job.
","Calculon: You let me worry about that! Just do your job.
",Calculon
26278,"Plastic Surgeon: Very well. Will you be using your SAG insurance?
","Plastic Surgeon: Very well. Will you be using your SAG insurance?
",Plastic Surgeon
26279,"Calculon Dear God, no!
","Calculon Dear God, no!
","Calculon Dear God, no!
"
26280,"Bender
","Bender
","Bender
"
26281,"Man: Get a shot of that.
","Man: Get a shot of that.
",Man
26282,"Fatbot
","Fatbot
","Fatbot
"
26283,"Crazed Fan: Calculon, I love you! Have my baby!
","Crazed Fan: Calculon, I love you! Have my baby!
",Crazed Fan
26284,"Calculon
","Calculon
","Calculon
"
26285,"Crazed Fan: He touched me!
","Crazed Fan: He touched me!
",Crazed Fan
26286,"Bender
","Bender
","Bender
"
26287,"Farnsworth (sniffing)(VO) Leela, smell this.
","Farnsworth (sniffing)(VO) Leela, smell this.
","Farnsworth (sniffing)(VO) Leela, smell this.
"
26288,"Leela: Can I wipe it off first?
","Leela: Can I wipe it off first?
",Leela
26289,"Farnsworth: No time, woman! No time!
","Farnsworth: No time, woman! No time!
",Farnsworth
26290,"Leela (sniffing)
","Leela (sniffing)
","Leela (sniffing)
"
26291,"Farnsworth: Exactly! That's a discontinuous electromagnetic field. Wernstrom tried to warn me, but I was too damn stubborn! Hermes, get Wernstrom on the line so I can apologize.
","Farnsworth: Exactly! That's a discontinuous electromagnetic field. Wernstrom tried to warn me, but I was too damn stubborn! Hermes, get Wernstrom on the line so I can apologize.
",Farnsworth
26292,"Wernstrom: Ogden Wernstrom speaking.
","Wernstrom: Ogden Wernstrom speaking.
",Wernstrom
26293,"Farnsworth (whispering): Tell him I'm not here!
","Farnsworth (whispering): Tell him I'm not here!
",Farnsworth (whispering)
26294,"Leela: Professor!
","Leela: Professor!
",Leela
26295,"Farnsworth: Oh, very well. Wernstrom, I've been a vainglorious fool! If you can find it in your heart to forgive me, your tiny little heart, would you consider a scientific collaboration?
","Farnsworth: Oh, very well. Wernstrom, I've been a vainglorious fool! If you can find it in your heart to forgive me, your tiny little heart, would you consider a scientific collaboration?
",Farnsworth
26296,"Wernstrom
","Wernstrom
","Wernstrom
"
26297,"Wernstrom Observe.
","Wernstrom Observe.
","Wernstrom Observe.
"
26298,"Pocket Pal: Play time is fun time.
","Pocket Pal: Play time is fun time.
",Pocket Pal
26299,"Wernstrom (while hurling the robot into the anomaly): Not this time.
","Wernstrom (while hurling the robot into the anomaly): Not this time.
",Wernstrom (while hurling the robot into the anomaly)
26300,"Farnsworth: My heavens! If only I'd heeded your warning, I'd have known it was impossible to cross the barrier!
","Farnsworth: My heavens! If only I'd heeded your warning, I'd have known it was impossible to cross the barrier!
",Farnsworth
26301,"Wernstrom (while opening a barrel labelled ""Lab Animals"")
","Wernstrom (while opening a barrel labelled ""Lab Animals"")
","Wernstrom (while opening a barrel labelled ""Lab Animals"")
"
26302,"Farnsworth So living beings can enter the other universe, but electrical devices can't?
","Farnsworth So living beings can enter the other universe, but electrical devices can't?
","Farnsworth So living beings can enter the other universe, but electrical devices can't?
"
26303,"Wernstrom: My hypothesis exactly.
","Wernstrom: My hypothesis exactly.
",Wernstrom
26304,"Farnsworth: Then we must mount a second expedition without delay. Right after we blow up more robots.
","Farnsworth: Then we must mount a second expedition without delay. Right after we blow up more robots.
",Farnsworth
26305,"Wernstrom: Agreed.
","Wernstrom: Agreed.
",Wernstrom
26306,"Farnsworth: Play time is fun time.
","Farnsworth: Play time is fun time.
",Farnsworth
26307,"Calculon: Who are you?
","Calculon: Who are you?
",Calculon
26308,"Bender: Bender, your biggest fan.
","Bender: Bender, your biggest fan.
",Bender
26309,"Calculon: Are you going to murder me?
","Calculon: Are you going to murder me?
",Calculon
26310,"Bender
","Bender
","Bender
"
26311,"Calculon: Sir, your derangement is impressive. I'm appointing you my official stalker.
","Calculon: Sir, your derangement is impressive. I'm appointing you my official stalker.
",Calculon
26312,"Bender
","Bender
","Bender
"
26313,"Farnsworth: Now that I've teamed up with my friend, Dr. (spiteful tone) Wernstrom, (normal tone) I feel certain we can successfully penetrate the other universe.
","Farnsworth: Now that I've teamed up with my friend, Dr. (spiteful tone) Wernstrom, (normal tone) I feel certain we can successfully penetrate the other universe.
",Farnsworth
26314,"Wernstrom: It's the greatest scientific opportunity since you yourself sent men to the moon in 1969.
","Wernstrom: It's the greatest scientific opportunity since you yourself sent men to the moon in 1969.
",Wernstrom
26315,"Nixon: I always regretted that. Nothing up there but dry rocks and those revolting onion men.
","Nixon: I always regretted that. Nothing up there but dry rocks and those revolting onion men.
",Nixon
26316,"Farnsworth: But...
","Farnsworth: But...
",Farnsworth
26317,"Nixon: You East Coast intellectuals had your chance. Now beat it! From here on in, this is a military matter.
","Nixon: You East Coast intellectuals had your chance. Now beat it! From here on in, this is a military matter.
",Nixon
26318,"Nixon: People of the universe, please welcome Rear Brigadier Zapp Brannigan.
","Nixon: People of the universe, please welcome Rear Brigadier Zapp Brannigan.
",Nixon
26319,"Zapp (To crowd) Ever since man first left his cave and met a stranger with a different language and a new way of looking at things, the human race has had a dream. To kill him, so we don't have to learn his language or his new way of looking at things.
","Zapp (To crowd) Ever since man first left his cave and met a stranger with a different language and a new way of looking at things, the human race has had a dream. To kill him, so we don't have to learn his language or his new way of looking at things.
","Zapp (To crowd) Ever since man first left his cave and met a stranger with a different language and a new way of looking at things, the human race has had a dream. To kill him, so we don't have to learn his language or his new way of looking at things.
"
26320,"Wernstrom: Give science a chance!
","Wernstrom: Give science a chance!
",Wernstrom
26321,"Farnsworth: Less invasions, more equations!
","Farnsworth: Less invasions, more equations!
",Farnsworth
26322,"Nixon: Damn long-hairs. Knock some sense into them, Chief O'Hallahan.
","Nixon: Damn long-hairs. Knock some sense into them, Chief O'Hallahan.
",Nixon
26323,"Colleen
","Colleen
","Colleen
"
26324,"Fry (sobbing): I can't take it, Leela. I need to go away. Far away, forever.
","Fry (sobbing): I can't take it, Leela. I need to go away. Far away, forever.
",Fry (sobbing)
26325,"Leela: Aw, I know how you feel, Fry. There are times when I also feel like you need to go away.
","Leela: Aw, I know how you feel, Fry. There are times when I also feel like you need to go away.
",Leela
